Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	COMPBIAS:Polar residues	135	33.66583541147132	0.0023406721475090256	LOC108181236, LOC108180305, LOC101882691, OBSL1B, LMO7A, LOC100150280, SRSF7A, SI:CH211-132B12.7, SOX1A, HHATLB, INPP4AB, DACT3A, SI:CH211-126C2.4, WU:FJ29H11, PDZK1, WDR76, ATXN2L, NR1D2B, DMTF1, LOC101886004, KIF20A, DNA2, PHLDB3, PLEKHD1, SI:CH73-52F15.5, SI:DKEY-6N21.12, AIRE, LOC101882351, NPM1A, ADAMTS12, LDLRA, PHF21B, RAD51AP1, ATXN3, TPO, CLSPN, LOC110439604, MCTP2B, PLK4, BARD1, GGACT.2, ATP8B2, FANCM, CCDC14, LOC108183843, PER1B, PER1A, TRPV1, NR1D1, TDRD6, ZGC:173544, LRRC66, LOC108179762, SUZ12B, NR1D4B, LOC101884528, MARCO, LOC571902, RAD17, NOL12, TFDP1B, LOC108182762, BHLHE41, FGD4B, LOC100149643, CHTF18, MYPN, LMOD3, LOC101882092, CHAF1A, LOC100537840, CDCA7B, METTL16, SI:CH73-24K9.2, SI:CH211-266I6.3, TMC1, LOC110438542, MYBPC1, TJP2A, CCNA2, CEP170AA, ASPM, LOC101885916, NR5A5, POC5, CRY2, SDE2, MCM4, ANGPTL4, MCM6, PPEF2A, SI:DKEY-106L3.7, CIARTA, SI:DKEY-94F20.4, VOX, PKZ, SLC24A2, ITIH5, LOC794952, MOV10B.1, UHRF1, TMPRSS2, LOC110439485, LOC110438154, SI:CH211-80H18.1, AURKA, RECQL4, PMELB, MUC13B, ZNF395B, TMPRSS3A, TCF3B, GPC2, LOC101885269, BUB1, E2F7, PDZD7B, URGCP, POLN, LOC101884284, SI:DKEYP-110G5.4, IL10RA, MYH11B, LOC103912045, DBPB, ZGC:153116, DYTN, SMYHC2, DBPA, CENPF, ZNFX1, PER3, CENPI, TCEA3, LOC101883236	331	8076	24416	1.2330593500716007	0.5060733016055367	0.17613557910005417	0.17555041106317693
GOTERM_MF_DIRECT	GO:0004386~helicase activity	7	1.7456359102244388	0.0025396686936620567	MOV10B.1, ZNFX1, DDX23, MCM4, MCM5, MCM6, DNA2	196	118	16808	5.087167070217918	0.4811123917463819	0.13104690459296214	0.1295231033767649
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	23	5.7356608478802995	0.002828332757038395	MYHB, MOV10B.1, URGCP, FANCM, DDX23, TJP2A, CHTF18, RAB34B, RAD54B, SMYHC2, RECQL4, ASPM, MTHFD1L, MXA, RHOJ, RAD17, MCM4, SI:CH211-210P4.6, MCM5, MCM6, KIF20A, MXE, GBP1	208	964	17276	1.9816669326524097	0.7007802005377122	0.30121743862458905	0.30051035543532945
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	4	0.997506234413965	0.003344357403467262	MCM4, MCM5, MCM6, CHTF18	211	26	17990	13.117025154939848	0.8236492649380919	0.31372386886228865	0.3125102368744268
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	10	2.493765586034913	0.003640895963585555	NR1D4B, PER3, NR1D2B, UHRF1, PER1B, PER1A, NR1D1, HER2, LOC100535468, E2F7	211	261	17990	3.2666920883949806	0.8488414210540998	0.31372386886228865	0.3125102368744268
INTERPRO	IPR018525:Mini-chromosome maintenance, conserved site	3	0.7481296758104738	0.004866320272377298	MCM4, MCM5, MCM6	208	9	17276	27.685897435897434	0.8748338129870463	0.4146104872065458	0.41363722315207035
GOTERM_CC_DIRECT	GO:0042555~MCM complex	3	0.7481296758104738	0.005571438812110196	MCM4, MCM5, MCM6	211	10	18265	25.96919431279621	0.5136006158755149	0.3593578033811076	0.3593578033811076
INTERPRO	IPR001208:Mini-chromosome maintenance, DNA-dependent ATPase	3	0.7481296758104738	0.0060350973130197366	MCM4, MCM5, MCM6	208	10	17276	24.917307692307695	0.9241305198745492	0.4284919092244013	0.4274860596722313
SMART	SM00350:MCM	3	0.7481296758104738	0.006917840114922247	MCM4, MCM5, MCM6	123	10	9474	23.107317073170734	0.5436213133993795	0.39085796649310695	0.39085796649310695
GOTERM_MF_DIRECT	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding	11	2.7431421446384037	0.007583183901495007	DBPA, LOC100149352, LOC101884528, SI:CH73-221F6.1, AIRE, ZGC:113119, SI:CH73-158P21.7, BLF, TFDP1B, ZGC:153116, DBPB	196	348	16808	2.7106497771522404	0.8596922797338007	0.32607690776428533	0.3222853158135378
UP_SEQ_FEATURE	DOMAIN:MCM	3	0.7481296758104738	0.007628756068086555	MCM4, MCM5, MCM6	331	10	24416	22.129305135951665	0.9002471014538983	0.45925111529881063	0.4577253640851933
KEGG_PATHWAY	dre03030:DNA replication	4	0.997506234413965	0.00784624891879756	MCM4, MCM5, MCM6, DNA2	79	38	7204	9.598934043970687	0.4547679732344153	0.6041611667474122	0.6041611667474122
GOTERM_BP_DIRECT	GO:0009755~hormone-mediated signaling pathway	4	0.997506234413965	0.009098965955203667	NR1D4B, NR1D2B, NR5A5, NR1D1	211	37	17990	9.217369027795568	0.9912161304675347	0.5703204541946286	0.5681141855130246
GOTERM_BP_DIRECT	GO:0000727~double-strand break repair via break-induced replication	3	0.7481296758104738	0.009719093345506937	MCM4, MCM5, MCM6	211	13	17990	19.67553773240977	0.9936488245883008	0.5703204541946286	0.5681141855130246
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	15	3.7406483790523692	0.010235946184048075	NR1D1, TEFA, ZGC:173575, DBPB, DBPA, NR1D4B, NR1D2B, NR5A5, DMTF1, IRF3, HSF2, ZNF395B, SOX1A, E2F7, TFDP1B	196	599	16808	2.1474566454294575	0.9296648063292474	0.33457717810290766	0.3306867457993855
GOTERM_MF_DIRECT	GO:0003677~DNA binding	29	7.231920199501247	0.01037448614272582	UHRF1, AIRE, BHLHE41, TEFA, CHTF18, HSF2, SOX1A, E2F7, POLN, FANCM, NR1D1, WDR76, DBPB, DBPA, NR1D4B, NR1D2B, NR5A5, DMTF1, IRF3, HMGB3A, CRY2, SDE2, MCM4, MCM5, MCM6, DNA2, HER2, TFDP1B, VOX	196	1529	16808	1.6264865658493612	0.9321596732838856	0.33457717810290766	0.3306867457993855
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	5	1.2468827930174564	0.01099000517723172	PRMT7, IFIT8, MXA, MXE, PKZ	211	74	17990	5.7608556423722295	0.9967344786693416	0.5703204541946286	0.5681141855130246
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	7	1.7456359102244388	0.011031343408019895	CRY2, BHLHE41, SI:CH211-132B12.7, CIPCA, CIARTA, HER2, E2F7	211	159	17990	3.753614116665177	0.9968044225079772	0.5703204541946286	0.5681141855130246
UP_SEQ_FEATURE	DOMAIN:RING-type	13	3.2418952618453867	0.011175153351167998	FTR73, FTR76, FTR43, TRIM35-13, ZGC:92594, FTR34, FTR56, FTR88, FTR14, CDCA7B, FTR91, FTR72, FTR93	331	414	24416	2.3162718741334265	0.9660429034656238	0.5606201931169279	0.5587576675583998
INTERPRO	IPR006574:SPRY-associated	6	1.4962593516209477	0.011230083990216735	FTR73, FTR56, FTR88, FTR14, FTR72, FTR93	208	112	17276	4.449519230769231	0.9918609437890339	0.5999525177608706	0.5985441785173005
INTERPRO	IPR001841:Zinc finger, RING-type	10	2.493765586034913	0.01126671394856095	FTR73, FTR43, ZGC:92594, FTR56, FTR88, UHRF1, FTR14, CDCA7B, FTR72, FTR93	208	304	17276	2.7321609311740893	0.9919883851458885	0.5999525177608706	0.5985441785173005
UP_SEQ_FEATURE	DOMAIN:Myosin motor	5	1.2468827930174564	0.013551483892655843	SMYHC2, MYHB, MYO7BB, MYH11B, LOC100331349	331	68	24416	5.423849298027369	0.9835410707696256	0.5827138073842012	0.5807778811138218
SMART	SM00589:PRY	6	1.4962593516209477	0.014149166910919657	FTR73, FTR56, FTR88, FTR14, FTR72, FTR93	123	111	9474	4.163480553724456	0.8001673358271891	0.4068323366138551	0.4068323366138551
SMART	SM00184:RING	9	2.2443890274314215	0.01634068746087945	FTR73, FTR43, ZGC:92594, FTR56, FTR88, UHRF1, FTR14, FTR72, FTR93	123	253	9474	2.739998071917478	0.8445996508303913	0.4068323366138551	0.4068323366138551
KEGG_PATHWAY	dre04110:Cell cycle	7	1.7456359102244388	0.016606003073052086	CCNA2, MCM4, MCM5, MCM6, BUB1, TFDP1B, BUB1BB	79	190	7204	3.35962691538974	0.7245634509911367	0.6393311183125053	0.6393311183125053
INTERPRO	IPR003877:SPla/RYanodine receptor SPRY	6	1.4962593516209477	0.016817402062391955	FTR73, FTR56, FTR88, FTR14, FTR72, FTR93	208	124	17276	4.0189205955334995	0.9992719487017162	0.7717306739329868	0.7699190995810314
UP_KW_DOMAIN	KW-0175~Coiled coil	47	11.72069825436409	0.017723668892488356	MYHB, FTR43, TRIM35-13, SI:DKEY-6N21.12, MYO7BB, LOC103909480, DDX23, LOC101882351, TEFA, LMO7A, IQGAP3, LMOD3, RECQL4, LOC100536577, LOC103908724, SI:CH211-252F13.5, GBP1, FTR91, BUB1, FTR93, TMC1, LOC110438542, URGCP, FTR56, FTR34, SI:DKEYP-110G5.4, FTR14, CCDC14, LAMB4, MYH11B, LOC100331349, DYTN, DBPB, KRT94, SMYHC2, DBPA, CENPF, POC5, SASS6, SDE2, KIF20A, ANGPTL4, PHLDB3, NOL12, MATN4, TFDP1B, PRC1B	176	2790	14267	1.3655689964157707	0.2488288999630346	0.2835787022798137	0.2835787022798137
SMART	SM00449:SPRY	6	1.4962593516209477	0.018001430823621906	FTR73, FTR56, FTR88, FTR14, FTR72, FTR93	123	118	9474	3.91649441918148	0.8716113551977913	0.4068323366138551	0.4068323366138551
UP_SEQ_FEATURE	DOMAIN:Integrase catalytic	7	1.7456359102244388	0.019054722027133413	LOC110439303, LOC108182237, LOC101882375, LOC103908724, LOC103910221, LOC110438198, LOC110437969	331	155	24416	3.3312932462722933	0.9969445226897262	0.7169339162708946	0.714552076017503
INTERPRO	IPR013655:PAS fold-3	3	0.7481296758104738	0.021368858152756964	PER3, PER1B, PER1A	208	19	17276	13.114372469635628	0.9998991426618338	0.7717306739329868	0.7699190995810314
INTERPRO	IPR003961:Fibronectin, type III	7	1.7456359102244388	0.021491893845459263	MYBPC1, CRLF1A, URGCP, IL10RA, PRLRB, OBSL1B, IFNLR1	208	180	17276	3.2300213675213674	0.9999044025652464	0.7717306739329868	0.7699190995810314
GOTERM_BP_DIRECT	GO:0048511~rhythmic process	4	0.997506234413965	0.021659671518292394	PER3, PER1B, PER1A, MTNR1BB	211	51	17990	6.687110863302668	0.9999881478468897	0.8484592789435561	0.8451770380192096
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	5	1.2468827930174564	0.022723464498450575	PLK4, ASPM, CENPF, MCM5, AURKA	211	92	17990	4.633731712342881	0.9999932539398564	0.8484592789435561	0.8451770380192096
INTERPRO	IPR013083:Zinc finger, RING/FYVE/PHD-type	12	2.9925187032418954	0.023112953815378104	FTR73, FTR43, ZGC:92594, FTR56, FTR88, UHRF1, AIRE, FTR14, FGD4B, XAF1, FTR72, FTR93	208	460	17276	2.166722408026756	0.9999528270076014	0.7717306739329868	0.7699190995810314
GOTERM_BP_DIRECT	GO:0071932~replication fork reversal	2	0.4987531172069825	0.023210682360570455	FANCM, DNA2	211	2	17990	85.26066350710902	0.9999947896494652	0.8484592789435561	0.8451770380192096
GOTERM_BP_DIRECT	GO:1905879~regulation of oogenesis	2	0.4987531172069825	0.023210682360570455	IGF3, TDRD6	211	2	17990	85.26066350710902	0.9999947896494652	0.8484592789435561	0.8451770380192096
INTERPRO	IPR013212:Mad3/BUB1 homology region 1	2	0.4987531172069825	0.023820998924538234	BUB1, BUB1BB	208	2	17276	83.05769230769232	0.9999653621876576	0.7717306739329868	0.7699190995810314
GOTERM_CC_DIRECT	GO:0032982~myosin filament	3	0.7481296758104738	0.02393333093870132	SMYHC2, MYHB, MYH11B	211	21	18265	12.36628300609343	0.956060687146534	0.7422477777874986	0.7422477777874986
GOTERM_BP_DIRECT	GO:0006270~DNA replication initiation	3	0.7481296758104738	0.024616806932598337	MCM4, MCM5, MCM6	211	21	17990	12.180094786729857	0.9999975294776021	0.8484592789435561	0.8451770380192096
GOTERM_MF_DIRECT	GO:0004896~cytokine receptor activity	4	0.997506234413965	0.024743537790053418	CRLF1A, IL10RA, PRLRB, IFNLR1	196	54	16808	6.352229780801209	0.9984416684315387	0.6695924322953022	0.6618064737802406
INTERPRO	IPR001870:B30.2/SPRY domain	6	1.4962593516209477	0.025362040927375155	FTR73, FTR56, FTR88, FTR14, FTR72, FTR93	208	138	17276	3.6112040133779266	0.9999823292462113	0.7717306739329868	0.7699190995810314
SMART	SM00777:Mad3_BUB1_I	2	0.4987531172069825	0.025590212830039885	BUB1, BUB1BB	123	2	9474	77.02439024390245	0.9465675568741806	0.4819490082990845	0.4819490082990845
GOTERM_MF_DIRECT	GO:0003774~motor activity	4	0.997506234413965	0.02595319505020551	SMYHC2, MYHB, MYO7BB, MYH11B	196	55	16808	6.23673469387755	0.9988686547977226	0.6695924322953022	0.6618064737802406
UP_SEQ_FEATURE	DOMAIN:BUB1 N-terminal	2	0.4987531172069825	0.026849325998380906	BUB1, BUB1BB	331	2	24416	73.7643504531722	0.9997231742919063	0.8065679543898727	0.8038883266344247
GOTERM_BP_DIRECT	GO:0032465~regulation of cytokinesis	3	0.7481296758104738	0.026873489852659777	PLK4, PRC1B, AURKA	211	22	17990	11.626454114605773	0.9999992557833086	0.8683496408640691	0.8649904546324866
UP_SEQ_FEATURE	COMPBIAS:Basic and acidic residues	107	26.683291770573565	0.02819745843762632	RLBP1A, BSCL2L, LOC108180305, OBSL1B, LMO7A, LOC100535468, SRSF7A, SI:DKEY-16L2.16, SI:CH211-132B12.7, LOC103909472, SI:CH211-196C10.15, DACT3A, SI:CH211-126C2.4, WU:FJ29H11, WDR76, ATXN2L, DMTF1, DNA2, PHLDB3, SI:DKEY-6N21.12, LOC101884650, LOC101882351, SI:CH211-241B2.5, HMMR, RAD51AP1, ATXN3, CLSPN, LOC110439604, BARD1, FANCM, LOC108183843, PER1B, PER1A, TRPV1, TDRD6, LRRC66, UBAC1, RAD17, EFHB, NOL12, XAF1, LOC110438926, LOC108182762, BHLHE41, FGD4B, LOC100149643, CHTF18, MYPN, LMOD3, LOC101882092, GABRR1, CHAF1A, LOC100537840, SI:DKEY-111E8.5, CDCA7B, METTL16, SI:CH211-266I6.3, LOC110437969, TMC1, LOC110438542, MYBPC1, TJP2A, CEP170AA, ASPM, LOC101885916, POC5, CRY2, SDE2, SI:DKEY-106L3.7, CIARTA, SI:DKEY-94F20.4, LCTLB, LOC794952, MYO7BB, C24H7ORF50, LOC110437743, DDX23, LOC110439485, AURKA, RAD54B, RECQL4, LOC103910812, LOC100536577, MUC13B, ZNF395B, TCF3B, GPC2, E2F7, PDZD7B, URGCP, LOC101886064, POLN, SI:DKEYP-110G5.4, LOC101883230, IL10RA, LOC101887156, MYH11B, ZTE38, LOC103912045, ZGC:153116, DYTN, SMYHC2, CENPF, ZNFX1, PER3, TCEA3, LOC101883236	331	6658	24416	1.1854589213711964	0.9998176158081475	0.8065679543898727	0.8038883266344247
GOTERM_CC_DIRECT	GO:0005814~centriole	4	0.997506234413965	0.029113025622474104	PLK4, CEP170AA, POC5, SASS6	211	58	18265	5.969929727079588	0.9778813296638067	0.7422477777874986	0.7422477777874986
UP_SEQ_FEATURE	DOMAIN:VLIG-type G	3	0.7481296758104738	0.029475905309928902	URGCP, LOC101882351	331	20	24416	11.064652567975832	0.9998772835228558	0.8065679543898727	0.8038883266344247
GOTERM_CC_DIRECT	GO:0098536~deuterosome	2	0.4987531172069825	0.034098992883206614	PLK4, SASS6	211	3	18265	57.70932069510269	0.9886156605354217	0.7422477777874986	0.7422477777874986
GOTERM_BP_DIRECT	GO:0009416~response to light stimulus	3	0.7481296758104738	0.034115504981667474	RLBP1A, CRY2, PER1B	211	25	17990	10.23127962085308	0.9999999844671632	0.9941955970681317	0.9903495792845026
GOTERM_CC_DIRECT	GO:0016459~myosin complex	4	0.997506234413965	0.03452315245523249	SMYHC2, MYHB, MYO7BB, MYH11B	211	62	18265	5.584772970493809	0.989242770871747	0.7422477777874986	0.7422477777874986
GOTERM_BP_DIRECT	GO:0042754~negative regulation of circadian rhythm	2	0.4987531172069825	0.03461416005266223	SI:CH211-132B12.7, CIPCA	211	3	17990	56.84044233807267	0.99999998811282	0.9941955970681317	0.9903495792845026
INTERPRO	IPR015661:Mitotic checkpoint serine/threonine protein kinase Bub1/Mitotic spindle checkpoint component Mad3	2	0.4987531172069825	0.035518871635015194	BUB1, BUB1BB	208	3	17276	55.371794871794876	0.9999997962344086	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	33	8.229426433915211	0.03664649007811003	ALOX5B.2, MOV10B.1, MYO7BB, UHRF1, LOC101882351, RPE65C, FGD4B, HMMR, LMOD3, AURKA, PSMA6L, CDCA7B, METTL16, SI:CH211-266I6.3, PLK4, PRMT7, URGCP, LOC101884284, PER1B, PER1A, TDRD6, ASPM, ZNFX1, PER3, POC5, MXA, SASS6, LOC110440163, SDE2, MXE, SI:DKEY-94F20.4, PRC1B	149	1955	12377	1.4021558900770696	0.5434384173794912	0.7695762916403106	0.7695762916403106
GOTERM_MF_DIRECT	GO:0003697~single-stranded DNA binding	4	0.997506234413965	0.04288461766118108	RAD51AP1, MCM4, MCM5, MCM6	196	67	16808	5.119707584526347	0.9999877315869956	1.0	0.9922178988326849
GOTERM_CC_DIRECT	GO:0016460~myosin II complex	3	0.7481296758104738	0.04359003014919451	SMYHC2, MYHB, MYH11B	211	29	18265	8.954894590619382	0.9968151556595874	0.8033019841780131	0.8033019841780131
GOTERM_BP_DIRECT	GO:0051754~meiotic sister chromatid cohesion, centromeric	2	0.4987531172069825	0.045885135001009825	BUB1, BUB1BB	211	4	17990	42.63033175355451	0.9999999999728891	1.0	0.998062015503876
INTERPRO	IPR000048:IQ motif, EF-hand binding site	4	0.997506234413965	0.049934790171923406	SMYHC2, ASPM, MYHB, IQGAP3	208	69	17276	4.814938684503902	0.9999999996666082	1.0	1.0
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	3	0.7481296758104738	0.050536890305283244	DBPA, PER1B, DBPB	211	31	17990	8.251031952300872	0.999999999997844	1.0	0.998062015503876
INTERPRO	IPR003879:Butyrophylin-like	5	1.2468827930174564	0.05090834686054753	FTR73, FTR56, FTR88, FTR14, FTR72	208	116	17276	3.5800729442970822	0.9999999997845862	1.0	1.0
UP_SEQ_FEATURE	REGION:Actin-binding	4	0.997506234413965	0.05160742127819421	SMYHC2, MYHB, MYO7BB, MYH11B	331	62	24416	4.758990351817562	0.9999998815780463	1.0	1.0
INTERPRO	IPR001628:Zinc finger, nuclear hormone receptor-type	4	0.997506234413965	0.05172663175723587	NR1D4B, NR1D2B, NR5A5, NR1D1	208	70	17276	4.746153846153846	0.9999999998508258	1.0	1.0
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	4	0.997506234413965	0.05202100143863206	CRLF1A, IL10RA, PRLRB, IFNLR1	211	72	17990	4.736703528172724	0.9999999999990412	1.0	0.998062015503876
UP_SEQ_FEATURE	DOMAIN:RZ-type	2	0.4987531172069825	0.052979891613305116	ZNFX1, LOC110440163	331	4	24416	36.8821752265861	0.9999999234192904	1.0	1.0
GOTERM_MF_DIRECT	GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	4	0.997506234413965	0.05297989859949444	NR1D4B, NR1D2B, NR5A5, NR1D1	196	73	16808	4.698909700866648	0.9999992044400117	1.0	0.9922178988326849
INTERPRO	IPR001723:Steroid hormone receptor	4	0.997506234413965	0.05540257157675612	NR1D4B, NR1D2B, NR5A5, NR1D1	208	72	17276	4.614316239316239	0.999999999971482	1.0	1.0
INTERPRO	IPR000536:Nuclear hormone receptor, ligand-binding, core	4	0.997506234413965	0.05540257157675612	NR1D4B, NR1D2B, NR5A5, NR1D1	208	72	17276	4.614316239316239	0.999999999971482	1.0	1.0
GOTERM_BP_DIRECT	GO:0048240~sperm capacitation	2	0.4987531172069825	0.05702513954002813	IGF3, AMH	211	5	17990	34.10426540284361	0.9999999999999382	1.0	0.998062015503876
SMART	SM00399:ZnF_C4	4	0.997506234413965	0.06123596167414228	NR1D4B, NR1D2B, NR5A5, NR1D1	123	70	9474	4.401393728222997	0.9992077208425014	0.7403385200595174	0.7403385200595174
SMART	SM00033:CH	4	0.997506234413965	0.06335937426170393	VAV3B, ASPM, LMO7A, IQGAP3	123	71	9474	4.33940226726211	0.9993865940691607	0.7403385200595174	0.7403385200595174
SMART	SM00091:PAS	3	0.7481296758104738	0.0634916235181528	PER3, PER1B, PER1A	123	32	9474	7.221036585365853	0.9993963040212612	0.7403385200595174	0.7403385200595174
UP_SEQ_FEATURE	DOMAIN:Nuclear receptor	4	0.997506234413965	0.06453340055600323	NR1D4B, NR1D2B, NR5A5, NR1D1	331	68	24416	4.339079438421894	0.9999999980966704	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:SAP	3	0.7481296758104738	0.06550899115569761	SI:DKEY-3N22.9, LOC108183900, SDE2	331	31	24416	7.138485527726344	0.9999999986096848	1.0	1.0
SMART	SM00430:HOLI	4	0.997506234413965	0.06551668319110773	NR1D4B, NR1D2B, NR5A5, NR1D1	123	72	9474	4.279132791327914	0.9995273001984061	0.7403385200595174	0.7403385200595174
