Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043153~entrainment of circadian clock by photoperiod	3	0.7653061224489796	0.011838924777682457	PER3, PER1B, PER1A	189	16	17990	17.84722222222222	0.9971473444799558	0.4152080047030062	0.4118254547665255
SMART	SM00608:ACR	3	0.7653061224489796	0.012490055300185933	ADAMTS12, ADAM8B, ADAM8A	110	15	9474	17.225454545454543	0.7154570776990643	0.41633517667286446	0.41633517667286446
GOTERM_MF_DIRECT	GO:0005262~calcium channel activity	5	1.2755102040816326	0.014190187368114709	SLC24A2, TRPV4, ANXA2A, TRPV1, SLC24A5	183	86	16808	5.33994154276274	0.9694138109705079	0.49462938825999836	0.4885478793879493
GOTERM_CC_DIRECT	GO:0000922~spindle pole	4	1.0204081632653061	0.01427234357536514	ASPM, CENPF, CDC14AA, SPDL1	203	46	18265	7.823945170272007	0.8317865312525479	0.8463009395002706	0.8463009395002706
GOTERM_BP_DIRECT	GO:0048856~anatomical structure development	8	2.0408163265306123	0.014345536851404814	ZGC:110425, CDT1, SI:DKEY-108K21.21, HSF2, RXRGA, PKZ, ADAM8B, ADAM8A	189	244	17990	3.120825743776563	0.9991823850028305	0.4695772396026509	0.465751763108943
UP_SEQ_FEATURE	DOMAIN:AIG1-type G	7	1.7857142857142856	0.016329615310386826	ZGC:172091, LOC100331068, SI:DKEY-23K10.5, SI:DKEY-1C7.3, SI:DKEY-58F10.6, LOC110438928, LOC110438806	302	164	24416	3.4508157002099824	0.9893710936545849	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:BZIP	5	1.2755102040816326	0.016517557772259085	DBPA, CREB5B, NRL, NFE2L2B, ATF3	302	79	24416	5.116941906278817	0.9899171190323998	1.0	1.0
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	4	1.0204081632653061	0.01706224035889975	ZGC:110425, SI:DKEY-108K21.21, CHAF1B, SI:CH211-113A14.29	189	52	17990	7.321937321937321	0.9997897183995259	0.5104403447515843	0.5062819712709196
INTERPRO	IPR013655:PAS fold-3	3	0.7653061224489796	0.01712838874790152	PER3, PER1B, PER1A	185	19	17276	14.744807965860598	0.9988352159790362	1.0	1.0
KEGG_PATHWAY	dre03320:PPAR signaling pathway	5	1.2755102040816326	0.01860850905766902	SLC27A2B, ME1, RXRGA, ANGPTL4, CPT1B	79	94	7204	4.850525181793698	0.7645730437318288	0.38398186033543497	0.38398186033543497
UP_SEQ_FEATURE	REGION:Disordered	197	50.255102040816325	0.018994854373260664	CREB5B, RLBP1A, LOC108190747, TRIL, LOC108190743, RXRGA, MKI67, CLDN2, SI:CH211-132B12.7, PRELID1B, SOX1A, ADAM8B, ADAM8A, COL5A3A, LOC101882681, SI:DKEYP-97A10.3, ESCO2, WDR76, LOC100537259, LOC101882447, NR1D2B, SOAT2, TFR2, KRCP, LOC101886004, KIF20A, LOC110439318, ATF3, RORAB, PLEKHD1, HHLA1, SI:DKEY-273O13.3, LOC108183678, LOC101882351, TXN, ADAMTS12, KIF20BB, LOC100537585, ERI1, SI:CH211-142B24.8, IL4R.2, BARD1, CDT1, LOC101885174, XRCC5, IGF3, NR1D1, MARCO, ANLN, LOC100149352, F13A1B, SASS6, LOC101887118, LOC110438928, LOC110438806, CLDN7A, TOP2A, PIGR, FOXE3, ECM2, LOC794378, BHLHE41, FGD4B, LOC100537963, GABRR1, CHAF1B, LOC101885805, CDC14AA, SI:CH211-266I6.3, LOC100334952, TMC1, MYBPC1, PARP4, LOC108183900, LRRIQ1, KIF4, GJD4, LOC101885916, RILPL2, POC5, INCENP, KLF11B, ANGPTL4, FGL2B, TMPRSS2, ZGC:158517, SI:DKEY-76P14.2, RAD54B, SI:DKEY-27H10.2, RHO, LOC101885269, RHBG, P2RY12, CRLF1A, LOC110438689, IL10RA, LOC108179569, SNX20, DBPA, CENPF, PER3, CLCF1, SI:DKEY-23K10.5, NRL, LOC108183935, SLC43A2B, KLHL30, ARHGEF40, LOC110439948, SI:CH211-113A14.29, SPICE1, SI:DKEY-73N10.1, SB:CB288, ZBTB2A, FTR87, SI:DKEYP-80D11.4, AND2, SI:DKEY-1C7.3, C5AR1, LOC103911664, SI:CH73-196I15.3, HMMR, LOC110438198, TPO, SI:DKEY-24P1.7, CIPCA, CLSPN, LOC101883602, LOC100331068, SI:CH73-321D9.2, LOC110440167, CCDC13, CCDC14, LOC101885332, PER1B, PER1A, TRPV1, ZGC:173544, SI:DKEY-6F10.3, TRPV4, ATP8B5B, EFHB, LAT, TMEM45B, MYHB, LOC110438496, LOC110438490, ZGC:113263, SI:DKEY-108K21.21, SI:CH73-364H19.1, SI:CH211-243P7.3, LOC101882375, BLNK, POLR3GLA, THBS3B, SPDL1, SI:CH73-368J24.8, TNFRSF1B, MYBL2B, SI:CH211-284O19.8, TRDN, SI:DKEY-195M11.11, ASPM, RP1, SB:CB1081, MS4A17A.17, MCM4, MCM6, PPEF2A, SI:DKEY-94F20.4, CIARTA, LCTLB, DCTPP1, PKZ, MCM2, SLC24A2, LOC100331278, UHRF1, TTK, LOC110439485, AURKA, ZNF395B, E2F1, BUB1, E2F7, E2F8, ZGC:110425, LOC110437870, LOC101886064, LOC110439135, LOC101887156, LOC100330978, LOC108179167, OTOGL, MUC5E, DYTN, LOC101883232	302	14441	24416	1.1029010025263795	0.994973394952298	1.0	1.0
GOTERM_BP_DIRECT	GO:0070830~bicellular tight junction assembly	4	1.0204081632653061	0.0198010422717562	CLDN34A, SI:BUSM1-52I16.2, CLDN2, CLDN7A	189	55	17990	6.922558922558922	0.9999467150823506	0.5104403447515843	0.5062819712709196
KEGG_PATHWAY	dre04920:Adipocytokine signaling pathway	5	1.2755102040816326	0.019947109627814805	SOCS3B, STAT3, RXRGA, TNFRSF1B, CPT1B	79	96	7204	4.749472573839663	0.7880601780824202	0.38398186033543497	0.38398186033543497
GOTERM_BP_DIRECT	GO:0032877~positive regulation of DNA endoreduplication	2	0.5102040816326531	0.020791867403323186	E2F7, E2F8	189	2	17990	95.18518518518518	0.9999676029263938	0.5104403447515843	0.5062819712709196
GOTERM_BP_DIRECT	GO:0060718~chorionic trophoblast cell differentiation	2	0.5102040816326531	0.020791867403323186	E2F7, E2F8	189	2	17990	95.18518518518518	0.9999676029263938	0.5104403447515843	0.5062819712709196
GOTERM_BP_DIRECT	GO:0051044~positive regulation of membrane protein ectodomain proteolysis	2	0.5102040816326531	0.020791867403323186	ADAM8B, ADAM8A	189	2	17990	95.18518518518518	0.9999676029263938	0.5104403447515843	0.5062819712709196
INTERPRO	IPR008347:Transient receptor potential channel, vanilloid 1-4	2	0.5102040816326531	0.0211884015333951	TRPV4, TRPV1	185	2	17276	93.3837837837838	0.9997691388802318	1.0	1.0
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	20	5.1020408163265305	0.02628928854695644	CREB5B, FOXE3, STAT3, BHLHE41, LOC108190743, NRL, RXRGA, NFE2L2B, NR1D1, MYBL2B, DBPA, NR1D2B, HSF2, E2F1, SOX1A, HER2, RORAB, E2F7, ATF3, E2F8	189	1124	17990	1.693686569131409	0.9999979698216264	0.6146686036455052	0.6096611201127516
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	3	0.7653061224489796	0.026437451830595683	RXRGA, E2F7, E2F8	203	23	18265	11.73591775540801	0.9639322971438679	0.8463009395002706	0.8463009395002706
UP_KW_MOLECULAR_FUNCTION	KW-0010~Activator	8	2.0408163265306123	0.02712946337042655	CREB5B, HSF2, STAT3, RXRGA, SOX1A, NFE2L2B, E2F7, E2F8	110	254	9466	2.7103793843951323	0.7472142726070439	0.45215772284044253	0.45215772284044253
UP_SEQ_FEATURE	COMPBIAS:Basic residues	16	4.081632653061225	0.028091480999899672	TMC1, ZGC:110425, CREB5B, COL5A3A, LOC101886064, SI:CH211-113A14.29, SI:DKEY-273O13.3, LOC110440167, SI:CH73-368J24.8, NRL, SI:DKEYP-97A10.3, SI:DKEY-108K21.21, PER3, SOX1A, ARHGEF40, LOC110439948	302	701	24416	1.8453108614939868	0.9996157558026295	1.0	1.0
INTERPRO	IPR002870:Peptidase M12B, propeptide	3	0.7653061224489796	0.02882577528533574	ADAMTS12, ADAM8B, ADAM8A	185	25	17276	11.206054054054054	0.9999892059432298	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:B box-type	7	1.7857142857142856	0.03082094468615566	FTR76, FTR43, FTR87, TRIM35-13, FTR34, FTR33, LOC100536182	302	190	24416	2.9785988149180898	0.9998231888870165	1.0	1.0
INTERPRO	IPR001590:Peptidase M12B, ADAM/reprolysin	3	0.7653061224489796	0.03101289707158903	ADAMTS12, ADAM8B, ADAM8A	185	26	17276	10.775051975051975	0.9999955296996038	1.0	1.0
GOTERM_BP_DIRECT	GO:0042754~negative regulation of circadian rhythm	2	0.5102040816326531	0.031025975082944735	SI:CH211-132B12.7, CIPCA	189	3	17990	63.456790123456784	0.9999998156808318	0.6924433529875392	0.6868022666088222
GOTERM_CC_DIRECT	GO:0005819~spindle	4	1.0204081632653061	0.031294279734186414	CDC14AA, SPICE1, TTK, PRC1B	203	62	18265	5.804862545685683	0.9806004716782469	0.8463009395002706	0.8463009395002706
INTERPRO	IPR024862:Transient receptor potential channel, vanilloid	2	0.5102040816326531	0.031614552634175265	TRPV4, TRPV1	185	3	17276	62.25585585585586	0.9999964935515837	1.0	1.0
INTERPRO	IPR007237:CD20-like	3	0.7653061224489796	0.03326350498201146	MS4A17A.9, MS4A17A.6, MS4A17A.17	185	27	17276	10.375975975975976	0.9999981991708515	1.0	1.0
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	3	0.7653061224489796	0.03436881640917736	SASS6, KIF4, AURKA	189	28	17990	10.198412698412698	0.9999999663371533	0.7265117504244074	0.7205931210930477
GOTERM_MF_DIRECT	GO:0003690~double-stranded DNA binding	4	1.0204081632653061	0.03475988157787364	ZGC:110425, SI:DKEY-108K21.21, XRCC5, MSH4	183	66	16808	5.56648451730419	0.9998217502705505	0.8399730183802697	0.8296454812690369
GOTERM_MF_DIRECT	GO:0003697~single-stranded DNA binding	4	1.0204081632653061	0.03610812844465576	MCM4, MCM5, MCM6, MCM2	183	67	16808	5.483402658836962	0.9998732612063191	0.8399730183802697	0.8296454812690369
INTERPRO	IPR001628:Zinc finger, nuclear hormone receptor-type	4	1.0204081632653061	0.038694036735472434	NR1D2B, RXRGA, NR1D1, RORAB	185	70	17276	5.336216216216217	0.9999998009785787	1.0	1.0
GOTERM_MF_DIRECT	GO:0004386~helicase activity	5	1.2755102040816326	0.039413839548534446	XRCC5, MCM4, MCM5, MCM6, MCM2	183	118	16808	3.8918218023525055	0.999945189549492	0.8399730183802697	0.8296454812690369
INTERPRO	IPR012340:Nucleic acid-binding, OB-fold	4	1.0204081632653061	0.04009459989147902	MCM4, MCM5, MCM6, MCM2	185	71	17276	5.261058241339931	0.9999998874571168	1.0	1.0
GOTERM_CC_DIRECT	GO:0000776~kinetochore	4	1.0204081632653061	0.04101246930844455	TTK, SPDL1, BUB1, AURKA	203	69	18265	5.215963446848004	0.9944434263862617	0.8463009395002706	0.8463009395002706
GOTERM_BP_DIRECT	GO:0032466~negative regulation of cytokinesis	2	0.5102040816326531	0.04115368491181149	E2F7, E2F8	189	4	17990	47.59259259259259	0.9999999989516417	0.7265117504244074	0.7205931210930477
GOTERM_BP_DIRECT	GO:0002693~positive regulation of cellular extravasation	2	0.5102040816326531	0.04115368491181149	ADAM8B, ADAM8A	189	4	17990	47.59259259259259	0.9999999989516417	0.7265117504244074	0.7205931210930477
GOTERM_BP_DIRECT	GO:0031100~animal organ regeneration	2	0.5102040816326531	0.04115368491181149	TOP2A, UHRF1	189	4	17990	47.59259259259259	0.9999999989516417	0.7265117504244074	0.7205931210930477
GOTERM_BP_DIRECT	GO:0016038~absorption of visible light	2	0.5102040816326531	0.04115368491181149	RHO, PARAPINOPSINB	189	4	17990	47.59259259259259	0.9999999989516417	0.7265117504244074	0.7205931210930477
GOTERM_BP_DIRECT	GO:0030261~chromosome condensation	3	0.7653061224489796	0.041430405319518145	TOP2A, ZGC:110425, SI:DKEY-108K21.21	189	31	17990	9.21146953405018	0.9999999990904315	0.7265117504244074	0.7205931210930477
INTERPRO	IPR000536:Nuclear hormone receptor, ligand-binding, core	4	1.0204081632653061	0.04152059780035428	NR1D2B, RXRGA, NR1D1, RORAB	185	72	17276	5.187987987987988	0.9999999370684168	1.0	1.0
INTERPRO	IPR001723:Steroid hormone receptor	4	1.0204081632653061	0.04152059780035428	NR1D2B, RXRGA, NR1D1, RORAB	185	72	17276	5.187987987987988	0.9999999370684168	1.0	1.0
GOTERM_MF_DIRECT	GO:0001217~bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	2	0.5102040816326531	0.042618018037440045	E2F7, E2F8	183	4	16808	45.923497267759565	0.9999757450189668	0.8399730183802697	0.8296454812690369
INTERPRO	IPR019821:Kinesin, motor region, conserved site	3	0.7653061224489796	0.0428694981310021	KIF20BB, KIF20A, KIF4	185	31	17276	9.037140366172626	0.9999999637154103	1.0	1.0
GOTERM_CC_DIRECT	GO:0005694~chromosome	7	1.7857142857142856	0.04299170660477919	ZGC:110425, SI:DKEY-108K21.21, XRCC5, MCM4, SPDL1, ESCO2, MKI67	203	230	18265	2.7383808095952027	0.9956992225485831	0.8463009395002706	0.8463009395002706
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	5	1.2755102040816326	0.043663245115107774	CLDN34A, SI:BUSM1-52I16.2, CLDN2, CLDN7A, KRT94	183	122	16808	3.764221087521275	0.9999814199555109	0.8399730183802697	0.8296454812690369
UP_KW_DOMAIN	KW-0175~Coiled coil	47	11.989795918367346	0.04393084537054047	TOP2A, FGL2B, CREB5B, SI:DKEY-23K10.5, MYHB, FTR43, FTR87, TRIM35-13, SI:DKEY-273O13.3, LOC101882351, NRL, NFE2L2B, SI:DKEY-76P14.2, KIF20BB, E2F1, SI:CH211-252F13.5, SPDL1, ARHGEF40, LOC797571, CFAP43, GBP1, BUB1, TMC1, CDT1, FTR34, FTR33, CCDC13, CCDC14, LRRIQ1, LAMB4, STAT3, SPICE1, SI:DKEY-222N6.2, KIF4, DYTN, KRT94, DBPA, ANLN, CENPF, RILPL2, POC5, SASS6, LOC100536182, KIF20A, ANGPTL4, LOC110438928, PRC1B	186	2790	14267	1.2921513084364282	0.6107080304255024	0.9225477527813498	0.9225477527813498
GOTERM_BP_DIRECT	GO:0051301~cell division	6	1.530612244897959	0.04420795725182339	ASPM, CDC42L2, CDC14AA, SPICE1, TTK, SPDL1	189	184	17990	3.103864734299517	0.9999999997818285	0.7484864486429408	0.7423887993668272
GOTERM_MF_DIRECT	GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	4	1.0204081632653061	0.04475266081534224	NR1D2B, RXRGA, NR1D1, RORAB	183	73	16808	5.032712029343514	0.9999859309704503	0.8399730183802697	0.8296454812690369
SMART	SM00399:ZnF_C4	4	1.0204081632653061	0.0465508404179163	NR1D2B, RXRGA, NR1D1, RORAB	110	70	9474	4.9215584415584415	0.9914934388659926	0.866839404700274	0.866839404700274
GOTERM_CC_DIRECT	GO:0000785~chromatin	5	1.2755102040816326	0.047775053036305595	FTR43, UHRF1, NR1D1, ESCO2, HER2	203	123	18265	3.657535343826345	0.9976895060037505	0.8463009395002706	0.8463009395002706
SMART	SM00430:HOLI	4	1.0204081632653061	0.04989973719635821	NR1D2B, RXRGA, NR1D1, RORAB	110	72	9474	4.784848484848485	0.9940166580722101	0.866839404700274	0.866839404700274
GOTERM_BP_DIRECT	GO:0051310~metaphase plate congression	2	0.5102040816326531	0.051176097188455956	CENPF, SPICE1	189	5	17990	38.074074074074076	0.999999999994039	0.8375821239843958	0.8307586443592684
UP_SEQ_FEATURE	DOMAIN:Nuclear receptor	4	1.0204081632653061	0.05174218984954362	NR1D2B, RXRGA, NR1D1, RORAB	302	68	24416	4.7557460070120765	0.9999995717530962	1.0	1.0
SMART	SM00091:PAS	3	0.7653061224489796	0.052010364282016434	PER3, PER1B, PER1A	110	32	9474	8.074431818181818	0.9952097417632879	0.866839404700274	0.866839404700274
UP_KW_BIOLOGICAL_PROCESS	KW-0109~Calcium transport	4	1.0204081632653061	0.05213504354213204	SLC24A2, TRPV4, TRPV1, SLC24A5	57	76	5022	4.637119113573407	0.8464936470294636	0.9123632619873107	0.9123632619873107
INTERPRO	IPR004481:Sodium/potassium/calcium exchanger	2	0.5102040816326531	0.05213663704160176	SLC24A2, SLC24A5	185	5	17276	37.35351351351352	0.9999999991916801	1.0	1.0
INTERPRO	IPR013088:Zinc finger, NHR/GATA-type	4	1.0204081632653061	0.052203639758441056	NR1D2B, RXRGA, NR1D1, RORAB	185	79	17276	4.7282928498118375	0.9999999992137163	1.0	1.0
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	17	4.336734693877551	0.052390972485923976	ZGC:172091, MYHB, SI:DKEY-1C7.3, SI:DKEY-118K5.3, KIF4, RAD54B, ASPM, KIF20BB, CDC42L2, LOC100538089, MCM4, MCM5, MCM6, TK1, KIF20A, GBP1, MCM2	185	964	17276	1.6468094650667264	0.9999999992721983	1.0	1.0
INTERPRO	IPR001752:Kinesin, motor domain	3	0.7653061224489796	0.053369137799940916	KIF20BB, KIF20A, KIF4	185	35	17276	8.004324324324324	0.9999999995139983	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-0675~Receptor	27	6.887755102040815	0.05414455609914423	PIGR, LOC100331278, C5AR1, LIFRB, RXRGA, HMMR, LOC569401, PARAPINOPSINB, LOC101884816, RHO, IL4R.2, LOC101883602, SI:CH211-171H4.6, P2RY12, CRLF1A, LOC793750, IL10RA, NR1D1, TRPV1, TNFRSF1B, MARCO, SI:DKEY-33I11.1, NR1D2B, TFR2, TRPV4, RORAB, LOC101884669	110	1652	9466	1.4064604886638785	0.9381644270545864	0.6768069512393029	0.6768069512393029
GOTERM_MF_DIRECT	GO:0000976~transcription regulatory region sequence-specific DNA binding	4	1.0204081632653061	0.05432764765991477	PER3, PER1B, PER1A, CIARTA	183	79	16808	4.650480735975652	0.9999987957160569	0.9468532877870859	0.9352116490028186
