Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005179~hormone activity	14	2.0319303338171264	7.704573811504401E-6	CALCA, RLN3A, LEPB, CCKA, OXT, MUC5.2, ADM2A, UCN3L, CRHB, GCGA, PYYB, SST1.1, VIP, INHBAB	443	112	16808	4.742663656884876	0.0041748606340406	8.367167159293779E-4	8.074393354456612E-4
INTERPRO	IPR006620:Prolyl 4-hydroxylase, alpha subunit	7	1.0159651669085632	8.274682229820614E-6	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B, EGLN1B, P4HA1A	475	19	17276	13.3996675900277	0.006408829975226071	0.0011411137798306753	0.0011234904009915917
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	9	1.3062409288824384	8.478707612293067E-6	HSP70.3, HSPA8, HSP70.1, HSPA5, DNAJB1A, PARK7, HSPE1, HSP70L, HSP90B1	133	41	5022	8.288648450394277	6.272302320265988E-4	6.274243633096869E-4	6.274243633096869E-4
INTERPRO	IPR002939:Chaperone DnaJ, C-terminal	6	0.8708272859216255	1.0280304322798877E-5	DNAJA1, ZGC:122979, DNAJB5, DNAJB1A, DNAJB1B, DNAJB13	475	12	17276	18.185263157894738	0.00795601951886149	0.0011411137798306753	0.0011234904009915917
INTERPRO	IPR008971:HSP40/DnaJ peptide-binding	6	0.8708272859216255	1.0280304322798877E-5	DNAJA1, ZGC:122979, DNAJB5, DNAJB1A, DNAJB1B, DNAJB13	475	12	17276	18.185263157894738	0.00795601951886149	0.0011411137798306753	0.0011234904009915917
GOTERM_MF_DIRECT	GO:0031418~L-ascorbic acid binding	7	1.0159651669085632	1.2400899796997023E-5	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B, EGLN1B, P4HA1A	443	21	16808	12.647103085026338	0.006711109582386632	0.001030961504134578	9.94887344689722E-4
GOTERM_MF_DIRECT	GO:0004129~cytochrome-c oxidase activity	6	0.8708272859216255	1.3290479795473383E-5	COX7B, COX5AB, COX6C, COX6A2, COX4I1L, COX5AA	443	13	16808	17.511373502344156	0.007190800071470105	0.001030961504134578	9.94887344689722E-4
GOTERM_CC_DIRECT	GO:0005576~extracellular region	50	7.256894049346879	1.5486193895269022E-5	LEPB, WFDC1, OXT, MUC5.2, BMP16, HAPLN3, STM, CLU, CRHBP, FGF7, ADAMTS1, GCGA, SST1.1, PROK1, CCKA, PON3.2, PRSS12, OTOMP, IGFBP1A, RBP4, UCN3L, CRISPLD2, SCG2B, CRHB, THBS2B, PNOCB, CFAP53, INHBAB, VEGFAA, ZGC:77929, CALCA, LOC100330746, PRRG2, NPVF, CART4, TAC3A, CCL25B, CRISPLD1A, AHSG1, COL12A1B, HSPA5, RLN3A, LGI3, GGH, KAZALD2, ADM2A, CALUB, PYYB, VIP, THBS4B	465	1025	18265	1.9160765801206399	0.0027218801787260993	0.002725570125567348	0.002725570125567348
GOTERM_BP_DIRECT	GO:0048704~embryonic skeletal system morphogenesis	6	0.8708272859216255	1.5910297230690844E-5	HOXB3A, HOXC4A, HOXA3A, HOXA4A, HOXD3A, HOXC3A	451	14	17990	17.095343680709533	0.015095271825607326	0.002532388975884959	0.002505871813833808
GOTERM_MF_DIRECT	GO:0051787~misfolded protein binding	7	1.0159651669085632	2.2061314218708007E-5	HSP70.3, HSPA8, HSP70.1, HSPA5, HSC70, CLU, HSP70L	443	23	16808	11.54735499067622	0.011907958106520566	0.0013310326245287165	0.0012844587389558883
GOTERM_MF_DIRECT	GO:0031072~heat shock protein binding	7	1.0159651669085632	2.2061314218708007E-5	DNAJA1, HSP70.3, HSPA8, HSP70.1, HSPA5, HSC70, HSP70L	443	23	16808	11.54735499067622	0.011907958106520566	0.0013310326245287165	0.0012844587389558883
INTERPRO	IPR005123:Oxoglutarate/iron-dependent dioxygenase	7	1.0159651669085632	2.8042211851203E-5	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B, EGLN1B, P4HA1A	475	23	17276	11.06929061784897	0.021553436354580624	0.002723599826048091	0.002681536508271287
GOTERM_BP_DIRECT	GO:0042026~protein refolding	7	1.0159651669085632	3.564785826764827E-5	DNAJA1, HSP70.3, HSPA8, HSP70.1, HSPA5, HSC70, HSP70L	451	26	17990	10.73938256865086	0.03350577927817333	0.004863386377943442	0.004812460866132517
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	13	1.8867924528301887	3.8648184307709306E-5	EGLN3, EGLN2, CYP2AD6, CYP4F3, CYP27A1.2, P4HA1B, P4HA1A, CYP26A1, CYP2V1, P4HA2, PLOD1A, CYP1C2, EGLN1B	443	112	16808	4.403901967107385	0.020767688217108504	0.002098596407908615	0.0020251648577239677
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	51	7.402031930333817	4.575408182860446E-5	HOXB3A, HOXC5A, ZNF973, SI:CH211-153J24.3, HES2.2, HNF4A, HEY2, CREMA, HOXB2A, NPAS4A, FOXD3, KLF13, LOC110439432, BSX, ZBTB37, HER8A, ZGC:171220, OLIG1, EGR2B, HIC1, KLF17, PAX9, HMX3B, CLOCKA, NKX6.1, HOXD3A, HOXA1A, HOXA3A, HOXB5A, CEBPD, NPAS2, KLF2A, EGR2A, HOXC4A, FOXB2, EGR1, HLFB, JUN, HOXA4A, LOC101885450, FOSL2, NR4A1, FOXF2B, MAFB, SP2, KLF9, FOSB, RORCB, MXD3, FOXA2, HOXC3A	443	1063	16808	1.8203262201401966	0.024538937182534304	0.0022585878575392933	0.0021795580798353396
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	34	4.934687953555878	5.3090540691406234E-5	HOXB3A, HOXA3A, HOXC5A, HOXB5A, CEBPD, SI:CH211-153J24.3, NPAS2, HIF1AL, HNF4A, NFIL3-2, FOXG1B, CREMA, HOXB2A, NFIL3-3, HOXC4A, FOXB2, FOXD3, HLFB, NFIL3-5, HOXA4A, JUN, OLIG1, HIC1, FOSL2, NR4A1, FOXF2B, MAFB, PAX9, FOSB, CLOCKA, RORCB, NKX6.1, HOXD3A, FOXA2	443	599	16808	2.153596852542047	0.028417340009674663	0.002402346966286132	0.002318286943524739
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	51	7.402031930333817	5.475821274419972E-5	HOXB3A, HOXC5A, NKX2.9, ZNF973, NAB2, SI:CH211-153J24.3, HIF1AL, HNF4A, HEY2, LBX1A, CREMA, NFIL3-2, HOXB2A, NFIL3-3, PHOX2BB, FOXD3, NFIL3-5, LOC110439432, BSX, HER8A, OLIG1, MLF1, PAX9, HMX3B, CLOCKA, NKX6.1, PFDN5, HOXD3A, HIF1AL2, HOXA1A, HOXA3A, HOXB5A, CEBPD, HOXC12B, NPAS2, FOXG1B, HOXC4A, FOXB2, HLFB, JUN, HOXA4A, TAF15, GSX2, FOSL2, NR4A1, FOXF2B, MAFB, FOSB, RORCB, FOXA2, HOXC3A	451	1124	17990	1.809916279363376	0.0510036103007776	0.006536761646338841	0.006468313880408591
UP_SEQ_FEATURE	DOMAIN:BZIP	10	1.4513788098693758	7.923296506626193E-5	HLFB, NFIL3-5, JUN, CEBPD, FOSB, CREMA, NFIL3-2, SI:CH211-153J24.3, FOSL2, NFIL3-3	559	79	24416	5.528860306605376	0.0332678537577763	0.011277492027764615	0.011171848074342933
UP_KW_MOLECULAR_FUNCTION	KW-0223~Dioxygenase	10	1.4513788098693758	9.024386001877533E-5	EGLN3, EGLN2, P4HA2, LOC110438249, PLOD1A, ADOB, HIF1AN, P4HA1B, EGLN1B, P4HA1A	232	76	9466	5.368647912885663	0.006118067331842503	0.0030682912406383616	0.0029329254506101983
SMART	SM00338:BRLZ	10	1.4513788098693758	1.3698245369842582E-4	HLFB, NFIL3-5, JUN, CEBPD, FOSB, CREMA, NFIL3-2, SI:CH211-153J24.3, FOSL2, NFIL3-3	252	74	9474	5.0804375804375805	0.022617927868124554	0.011438034883818556	0.011438034883818556
GOTERM_BP_DIRECT	GO:0009952~anterior/posterior pattern specification	11	1.5965166908563133	1.704676247603258E-4	HOXB3A, HOXC4A, HOXA3A, HOXC5A, HOXA4A, HOXB5A, HEY2, HER8A, HOXD3A, HOXC3A, HES2.2	451	98	17990	4.477351916376307	0.15039261920227198	0.018088509071790125	0.017899100599834208
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	63	9.143686502177069	2.0637444474915818E-4	HOXB3A, HOXC5A, SI:CH211-153J24.3, HES2.2, HIF1AL, HNF4A, HEY2, LBX1A, CREMA, HOXB2A, PHOX2BB, NPAS4A, FOXD3, KLF13, TCF15, BSX, ZBTB37, HER8A, SI:DKEYP-2E4.2, ZGC:171220, OLIG1, EGR2B, HIC1, KLF17, PAX9, HMX3B, CLOCKA, NKX6.1, HOXD3A, HIF1AL2, HOXA1A, HOXA3A, HOXB5A, CEBPD, LOC100150619, NPAS2, TOX4A, KLF2A, ZGC:173714, ZGC:173716, EGR2A, FOXG1B, CSRNP1A, HOXC4A, FOXB2, EGR1, HLFB, LOC108191949, JUN, HOXA4A, LOC101885450, ZGC:174315, FOSL2, NR4A1, FOXF2B, MAFB, SP2, KLF9, FOSB, RORCB, MXD3, FOXA2, HOXC3A	451	1568	17990	1.6026884700665187	0.17906745113789602	0.01962756711311214	0.019422042850147616
GOTERM_MF_DIRECT	GO:0051087~chaperone binding	8	1.1611030478955007	2.100371273203708E-4	DNAJA1, ZGC:122979, DNAJB5, DNAJB1A, DNAJB1B, DNAJB13, HSPE1, PTGES3A	443	47	16808	6.458095192353873	0.10779748658732247	0.008773089241150871	0.0084661119012211
GOTERM_BP_DIRECT	GO:0001568~blood vessel development	10	1.4513788098693758	2.2607668926097755E-4	KDRL, VEGFAA, NPAS4A, CYP26A1, ANGPT2B, APLNRA, HEY2, APLNRB, KDR, HSP70L	451	83	17990	4.805919910239629	0.19438857001658283	0.01962756711311214	0.019422042850147616
INTERPRO	IPR004827:Basic-leucine zipper domain	10	1.4513788098693758	2.5194120302088796E-4	HLFB, NFIL3-5, JUN, CEBPD, FOSB, CREMA, NFIL3-2, SI:CH211-153J24.3, FOSL2, NFIL3-3	475	77	17276	4.7234449760765544	0.17780935178459323	0.021750923860803326	0.02141500225677548
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	6	0.8708272859216255	2.7470486852743516E-4	PRDX3, PRDX2, HBAA1, SI:CH211-5K11.8, HBBA2, HBAA2	451	24	17990	9.972283813747229	0.23099201977230588	0.02186192912030838	0.02163300839653552
GOTERM_MF_DIRECT	GO:0044183~protein binding involved in protein folding	6	0.8708272859216255	2.79574709145412E-4	HSP70.3, HSPA8, HSP70.1, HSPA5, HSC70, HSP70L	443	23	16808	9.897732849151044	0.14086592971376466	0.010843504790425621	0.010464081970871135
UP_KW_DOMAIN	KW-0371~Homeobox	12	1.741654571843251	4.110593379828128E-4	HOXB3A, HOXC4A, HOXA3A, HOXC5A, HOXA4A, HOXB5A, BSX, HOXC12B, HOXD3A, HOXB2A, HOXA1A, HOXC3A	336	138	14267	3.6922877846790887	0.009411738174656459	0.009454364773604694	0.009454364773604694
UP_KW_LIGAND	KW-0349~Heme	14	2.0319303338171264	4.5933029558841733E-4	CYB5B, HBAA1, BA1L, CYP2AD6, CYP4F3, CYP27A1.2, SI:CH211-5K11.8, HBBA2, HBAA2, CYP26A1, CYP2V1, CYP1C2, COX5AB, COX5AA	182	161	6577	3.1423793597706644	0.014141565674204992	0.007119619581620469	0.007119619581620469
INTERPRO	IPR017970:Homeobox, conserved site	17	2.467343976777939	7.678055292271852E-4	HOXB3A, PHOX2BB, HOXC4A, HOXA3A, HOXC5A, HOXA4A, HOXB5A, BSX, GSX2, HOXC12B, HMX3B, LBX1A, NKX6.1, HOXD3A, HOXB2A, HOXA1A, HOXC3A	475	234	17276	2.642303193882141	0.4494370859712795	0.05965848962095229	0.058737122985879665
UP_SEQ_FEATURE	DNA_BIND:Homeobox	18	2.6124818577648767	7.935724091433654E-4	HOXB3A, PHOX2BB, HOXC4A, HOXA3A, HOXC5A, NKX2.9, HOXA4A, HOXB5A, BSX, GSX2, HOXC12B, HMX3B, LBX1A, NKX6.1, HOXD3A, HOXB2A, HOXA1A, HOXC3A	559	308	24416	2.5526101805171573	0.2875103854632032	0.07231215936121572	0.0716347620838273
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	8	1.1611030478955007	8.776818072070155E-4	VEGFAA, HBAA1, HSPA5, HIF1AL, DDIT4, TPH1A, IGFBP1A, HSP90B1	451	62	17990	5.146985194192118	0.5680442984922833	0.06447585583713075	0.06380071598543305
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	5	0.7256894049346879	9.478077416645406E-4	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	465	18	18265	10.910991636798089	0.15371006590992442	0.08340708126647957	0.08340708126647957
GOTERM_MF_DIRECT	GO:0051213~dioxygenase activity	9	1.3062409288824384	0.0010946535239131933	EGLN3, EGLN2, P4HA2, PLOD1A, ADOB, HIF1AN, P4HA1B, EGLN1B, P4HA1A	443	79	16808	4.32242763665457	0.4482843158851061	0.0396264575656576	0.03823989643536755
UP_SEQ_FEATURE	BINDING:distal binding residue	5	0.7256894049346879	0.001185445235429766	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	559	21	24416	10.39952295766249	0.39739019437142553	0.07231215936121572	0.0716347620838273
UP_SEQ_FEATURE	DOMAIN:Globin family profile	5	0.7256894049346879	0.001185445235429766	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	559	21	24416	10.39952295766249	0.39739019437142553	0.07231215936121572	0.0716347620838273
UP_SEQ_FEATURE	BINDING:proximal binding residue	5	0.7256894049346879	0.001185445235429766	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	559	21	24416	10.39952295766249	0.39739019437142553	0.07231215936121572	0.0716347620838273
INTERPRO	IPR018253:DnaJ domain, conserved site	6	0.8708272859216255	0.0012301901625549148	DNAJA1, ZGC:122979, DNAJB5, DNAJB1A, DNAJB1B, DNAJB13	475	30	17276	7.274105263157894	0.615743961763317	0.08689615966410626	0.08555413403222817
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	9	1.3062409288824384	0.001545161119618517	UNC45B, LOC100330746, HYOU1, HSP90AA1.2, PARK7, HSPE1, CLU, CALR3B, HSP90B1	232	90	9466	4.080172413793104	0.0998125104476647	0.03502365204468639	0.03347849092506787
KEGG_PATHWAY	dre01100:Metabolic pathways	69	10.014513788098693	0.002061247340165123	COX7B, NDUFA13, TIGARA, DPYS, ANPEPA, PTGES3A, COX6A2, ALAD, ITPKCB, AUH, RFK, PLOD1A, GGCTA, ENPP6, ADKB, NT5C2L1, ENTPD3, MDH1AB, ADOB, BCO1L, CYP27A1.2, NDUFC2, SETMAR, ACSL5, SRD5A2A, ELOVL6, PHOSPHO1, ALDH3A2A, NME7, GAPDHS, TPH1A, SPAM1, UCK2B, TPH2, NDUFB10, NTPCR, GDPD3B, P4HA1B, GUCY2G, ST6GALNAC1.2, MIBP, PAPSS1, P4HA1A, HSD11B2, HYKK.2, PDE6D, TDH, SC5D, PGAM1A, PCBD1, PCK1, AOC1, GLYCTK, COX6C, CAHZ, CYP26A1, IMPDH1B, TH, P4HA2, NEU3.1, IMPDH2, ECHDC1, PEMT, COX5AB, COX4I1L, ITPA, PTDSS1B, AK5L, COX5AA	195	1849	7204	1.3786412613886925	0.21771924526715958	0.1539845224451939	0.1539845224451939
GOTERM_MF_DIRECT	GO:0005184~neuropeptide hormone activity	6	0.8708272859216255	0.0020816179455084515	SI:DKEY-175G6.2, PYYB, CCKA, CART4, OXT, VIP	443	35	16808	6.50422444372783	0.677449841708661	0.07064490902569308	0.06817298771540178
SMART	SM00271:DnaJ	7	1.0159651669085632	0.0021605692342603483	DNAJA1, ZGC:122979, DNAJB5, DNAJC30B, DNAJB1A, DNAJB1B, DNAJB13	252	51	9474	5.160130718954248	0.30316415149503817	0.12027168737382606	0.12027168737382606
INTERPRO	IPR025281:Domain of unknown function DUF4074	3	0.43541364296081275	0.0022126633722105576	HOXB3A, HOXA3A, HOXD3A	475	3	17276	36.370526315789476	0.8211386402306643	0.13810521495575348	0.13597231588307776
INTERPRO	IPR012292:Globin, structural domain	5	0.7256894049346879	0.0023106406620653735	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	475	21	17276	8.659649122807016	0.8342782695934605	0.13810521495575348	0.13597231588307776
GOTERM_BP_DIRECT	GO:0006123~mitochondrial electron transport, cytochrome c to oxygen	5	0.7256894049346879	0.002345019807554585	COX5AB, COX6C, COX6A2, COX4I1L, COX5AA	451	23	17990	8.671551142388894	0.8940164760088855	0.15996385115818776	0.15828883700993449
GOTERM_MF_DIRECT	GO:0004601~peroxidase activity	6	0.8708272859216255	0.002365956669391498	PRDX3, PRDX2, HBAA1, SI:CH211-5K11.8, HBBA2, HBAA2	443	36	16808	6.323551542513168	0.7236913282561686	0.07557143949879903	0.07292713498594972
KEGG_PATHWAY	dre01232:Nucleotide metabolism	10	1.4513788098693758	0.0025879751671461157	UCK2B, IMPDH1B, ADKB, NT5C2L1, ENTPD3, NME7, IMPDH2, NTPCR, ITPA, AK5L	195	109	7204	3.3893201599623617	0.26535525878253596	0.1539845224451939	0.1539845224451939
UP_SEQ_FEATURE	DOMAIN:J	7	1.0159651669085632	0.0026572554888039624	DNAJA1, ZGC:122979, DNAJB5, DNAJC30B, DNAJB1A, DNAJB1B, DNAJB13	559	61	24416	5.012229097627497	0.6789499646312818	0.1418310117149115	0.14050238397050951
INTERPRO	IPR009050:Globin-like	5	0.7256894049346879	0.002763595309595182	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	475	22	17276	8.266028708133971	0.8835491736408263	0.14315423703703042	0.1409433607893543
INTERPRO	IPR000971:Globin	5	0.7256894049346879	0.002763595309595182	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	475	22	17276	8.266028708133971	0.8835491736408263	0.14315423703703042	0.1409433607893543
UP_KW_MOLECULAR_FUNCTION	KW-0503~Monooxygenase	10	1.4513788098693758	0.002776191529378824	TPH2, CYP26A1, CYP2V1, TH, CYP2AD6, CYP4F3, CYP27A1.2, TPH1A, CYP1C2, CH25HL2	232	121	9466	3.3720433171843833	0.17224954770770118	0.04719525599944001	0.04511311235240589
GOTERM_MF_DIRECT	GO:0005344~oxygen transporter activity	5	0.7256894049346879	0.002808911995966132	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	443	23	16808	8.248110707625871	0.7828974301538432	0.08027574809524261	0.07746683609927647
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	5	0.7256894049346879	0.002808911995966132	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	443	23	16808	8.248110707625871	0.7828974301538432	0.08027574809524261	0.07746683609927647
GOTERM_CC_DIRECT	GO:0005751~mitochondrial respiratory chain complex IV	5	0.7256894049346879	0.0029178671161378777	COX5AB, COX6C, COX6A2, COX4I1L, COX5AA	465	24	18265	8.183243727598567	0.4020781986387111	0.17118153748008882	0.17118153748008882
INTERPRO	IPR001623:DnaJ domain	7	1.0159651669085632	0.0031854613245887783	DNAJA1, ZGC:122979, DNAJB5, DNAJC30B, DNAJB1A, DNAJB1B, DNAJB13	475	53	17276	4.803654419066534	0.9161775170210551	0.15469396557534254	0.15230486958190095
SMART	SM00389:HOX	17	2.467343976777939	0.0032632669884993344	HOXB3A, PHOX2BB, HOXC4A, HOXA3A, HOXC5A, HOXA4A, HOXB5A, BSX, GSX2, HOXC12B, HMX3B, LBX1A, NKX6.1, HOXD3A, HOXB2A, HOXA1A, HOXC3A	252	281	9474	2.274445009320454	0.4206547603964532	0.1362413967698472	0.1362413967698472
