Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	13	5.701754385964912	0.0032347716818271486	FOXB2, HOXA3A, NFIL3-5, TFAP2C, OLIG2, RUNX3, NR4A1, FOXF2B, FOSB, CREMA, NFIL3-2, RORCB, HOXD3A	136	599	16808	2.68221545713444	0.5081410327976048	0.07084149983201454	0.0676067281501874
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	3	1.3157894736842104	0.003666221154260494	HSP70.3, HSP70.1, HSP70L	139	12	17990	32.35611510791367	0.7908451096518769	0.155814399056071	0.15398128847894074
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	4	1.7543859649122806	0.004649983936829792	HSP70.3, HSP70.1, DNAJB1A, HSP70L	43	41	5022	11.394214407260352	0.15446848267282498	0.1673994217258725	0.1673994217258725
GOTERM_BP_DIRECT	GO:0016192~vesicle-mediated transport	8	3.508771929824561	0.0051527814795021085	ZGC:77650, HSP70.3, ARL4D, HSP70.1, ARL5C, SYBL1, TVP23B, HSP70L	139	273	17990	3.79265818114739	0.8892809989476959	0.19908473898076326	0.1967425655809896
SMART	SM00271:DnaJ	4	1.7543859649122806	0.005525762720491616	DNAJA1, DNAJB5, DNAJB1A, DNAJB1B	68	51	9474	10.92733564013841	0.2907500996615644	0.24167804087959285	0.24167804087959285
GOTERM_MF_DIRECT	GO:0051087~chaperone binding	4	1.7543859649122806	0.006348889637567461	DNAJA1, DNAJB5, DNAJB1A, DNAJB1B	136	47	16808	10.518147684605758	0.752127151383599	0.12640062096611582	0.12062890311378177
SMART	SM00702:P4Hc	3	1.3157894736842104	0.007796065834825576	EGLN3, P4HA2, P4HA1A	68	19	9474	21.998452012383904	0.38445675130356827	0.24167804087959285	0.24167804087959285
GOTERM_MF_DIRECT	GO:0030544~Hsp70 protein binding	3	1.3157894736842104	0.010013096819825363	DNAJA1, DNAJB1A, DNAJB1B	136	19	16808	19.513931888544892	0.8896304221840727	0.18273901696181288	0.1743947696119584
INTERPRO	IPR001623:DnaJ domain	4	1.7543859649122806	0.010365008258599989	DNAJA1, DNAJB5, DNAJB1A, DNAJB1B	148	53	17276	8.809790922998472	0.9587557804851197	0.28518998071263363	0.27959802030650355
UP_SEQ_FEATURE	DOMAIN:J	4	1.7543859649122806	0.010842322049240922	DNAJA1, DNAJB5, DNAJB1A, DNAJB1B	184	61	24416	8.70135424091233	0.8819562027328403	0.5312737804128052	0.5312737804128052
INTERPRO	IPR006620:Prolyl 4-hydroxylase, alpha subunit	3	1.3157894736842104	0.011183920812260143	EGLN3, P4HA2, P4HA1A	148	19	17276	18.43100995732575	0.9679853258952323	0.28518998071263363	0.27959802030650355
KEGG_PATHWAY	dre04141:Protein processing in endoplasmic reticulum	7	3.070175438596491	0.011645341017200795	DNAJA1, HSP70.3, HSP70.1, DNAJB1A, DNAJB1B, HSP90AA1.2, HSP70L	68	205	7204	3.617503586800574	0.5491092356469137	0.7918831891696541	0.7918831891696541
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	4	1.7543859649122806	0.01201271166645119	HBAA1, DDIT4, TPH1A, IGFBP1A	139	62	17990	8.349965189139011	0.9941913121805679	0.4254502048534796	0.4204449083257916
GOTERM_MF_DIRECT	GO:0031418~L-ascorbic acid binding	3	1.3157894736842104	0.012168787256528623	EGLN3, P4HA2, P4HA1A	136	21	16808	17.65546218487395	0.9315267318649676	0.20499726224459758	0.19563665666265248
GOTERM_CC_DIRECT	GO:0005576~extracellular region	16	7.017543859649122	0.013645115139924086	CALCA, AHSG1, COL12A1B, LGI3, SLC35C2, GDF2, SI:CABZ01007807.1, HAPLN4, STM, IGFBP1A, FGF1A, BMP5, RBP4, NPVF, THBS2B, VIP	143	1025	18265	1.993791574279379	0.7055884956332781	0.40480508248441455	0.40480508248441455
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	13	5.701754385964912	0.013665749777837482	COL12A1B, LGI3, GDF2, LOC100536949, HAPLN4, STM, IGFBP1A, FGF1A, BMP5, RBP4, NPVF, SCG2A, LOC101886389	92	798	12377	2.1916339762449604	0.23005771961786747	0.25964924577891213	0.25964924577891213
GOTERM_MF_DIRECT	GO:0051787~misfolded protein binding	3	1.3157894736842104	0.014508083909340738	HSP70.3, HSP70.1, HSP70L	136	23	16808	16.120204603580564	0.959259956683283	0.21181802507637476	0.2021459691368143
GOTERM_MF_DIRECT	GO:0044183~protein binding involved in protein folding	3	1.3157894736842104	0.014508083909340738	HSP70.3, HSP70.1, HSP70L	136	23	16808	16.120204603580564	0.959259956683283	0.21181802507637476	0.2021459691368143
UP_KW_MOLECULAR_FUNCTION	KW-0223~Dioxygenase	4	1.7543859649122806	0.015216030529462035	EGLN3, P4HA2, CDO1, P4HA1A	66	76	9466	7.548644338118023	0.4827961739790796	0.6542893127668675	0.6542893127668675
SMART	SM00338:BRLZ	4	1.7543859649122806	0.015332119779801392	NFIL3-5, FOSB, CREMA, NFIL3-2	68	74	9474	7.531001589825119	0.6163229403542032	0.3168638087825621	0.3168638087825621
UP_SEQ_FEATURE	DOMAIN:Fe2OG dioxygenase	3	1.3157894736842104	0.016135599315679337	EGLN3, P4HA2, P4HA1A	184	26	24416	15.311036789297658	0.9587609781766148	0.6325154931746301	0.6325154931746301
INTERPRO	IPR005123:Oxoglutarate/iron-dependent dioxygenase	3	1.3157894736842104	0.016184178431116775	EGLN3, P4HA2, P4HA1A	148	23	17276	15.225616921269095	0.9932138481187054	0.380950661532441	0.3734810407180794
GOTERM_BP_DIRECT	GO:0033674~positive regulation of kinase activity	4	1.7543859649122806	0.016635739141121028	RET, FLT3, CD74B, MST1RA	139	70	17990	7.39568345323741	0.9992123322392081	0.5438607026904951	0.5374623414823717
INTERPRO	IPR024156:Small GTPase superfamily, ARF type	3	1.3157894736842104	0.01755805476037736	ZGC:77650, ARL4D, ARL5C	148	24	17276	14.591216216216218	0.9955750305059459	0.3837689111911051	0.3762440305795148
UP_KW_DOMAIN	KW-0371~Homeobox	5	2.1929824561403506	0.018313616028012646	HOXA3A, ZEB2A, LHX5, LBX1B, HOXD3A	105	138	14267	4.9230503795721186	0.22799743557176977	0.15848358199333512	0.15848358199333512
UP_SEQ_FEATURE	DOMAIN:BZIP	4	1.7543859649122806	0.021611234325352623	NFIL3-5, FOSB, CREMA, NFIL3-2	184	79	24416	6.718767198679141	0.9861883480067074	0.705966987961519	0.705966987961519
UP_KW_DOMAIN	KW-0732~Signal	45	19.736842105263158	0.02264051171333359	RET, CALCA, MHC1ZKA, CHRNA10A, FLT3, SI:CH211-132G1.1, VMO1A, LOC110438330, STM, P4HA1A, TMEM187, LOC563036, ZGC:153704, NPVF, NCAM3, VTNB, ZGC:162331, ENPP6, PMCHL, LOC100329486, AHSG1, COL12A1B, LGI3, GDF2, LOC100536949, HYAL2A, IGFBP1A, SI:CH73-217N20.1, MST1RA, BMP5, LOC103911757, RBP4, F8, SIGLEC15L, SC:D217, P4HA2, SCG2A, IL2RB, RTN4RL2A, LOC101886389, THBS2B, SI:CH73-44M9.1, RTN4RL2B, IL7R, LOC100002503	105	4640	14267	1.3177647783251232	0.2742940751062647	0.15848358199333512	0.15848358199333512
GOTERM_MF_DIRECT	GO:0044548~S100 protein binding	2	0.8771929824561403	0.02390406391285372	CACYBP, FGF1A	136	3	16808	82.3921568627451	0.995001283442653	0.3271868748071853	0.3122468348616517
INTERPRO	IPR025281:Domain of unknown function DUF4074	2	0.8771929824561403	0.02531160618850045	HOXA3A, HOXD3A	148	3	17276	77.81981981981983	0.9996083183940666	0.5030054850320586	0.4931426323843711
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	16	7.017543859649122	0.02563239707971235	FOXB2, HOXA3A, NFIL3-5, TFAP2C, OLIG2, RUNX3, NR4A1, FOXF2B, FOSB, LHX5, CREMA, NFIL3-2, RORCB, LBX1B, PFDN5, HOXD3A	139	1124	17990	1.842341073760209	0.9999842989775992	0.7781263399198391	0.7689719123913705
GOTERM_MF_DIRECT	GO:0051213~dioxygenase activity	4	1.7543859649122806	0.025734850714344993	EGLN3, P4HA2, CDO1, P4HA1A	136	79	16808	6.257632166790767	0.9966864029496695	0.3315254297906796	0.3163872823116532
INTERPRO	IPR004031:PMP-22/EMP/MP20/Claudin	4	1.7543859649122806	0.027944749168447695	CACNG5A, CLDNB, CLDNA, LIM2.3	148	77	17276	6.063882063882064	0.9998288287289575	0.5030054850320586	0.4931426323843711
INTERPRO	IPR004827:Basic-leucine zipper domain	4	1.7543859649122806	0.027944749168447695	NFIL3-5, FOSB, CREMA, NFIL3-2	148	77	17276	6.063882063882064	0.9998288287289575	0.5030054850320586	0.4931426323843711
INTERPRO	IPR013547:Prolyl 4-hydroxylase alpha-subunit, N-terminal	2	0.8771929824561403	0.033606586439884706	P4HA2, P4HA1A	148	4	17276	58.36486486486487	0.9999713508213209	0.57131196947804	0.5601097739980785
UP_KW_MOLECULAR_FUNCTION	KW-0238~DNA-binding	12	5.263157894736842	0.034406748537114965	HOXA3A, NFIL3-5, EGR2A, ZEB2A, TFAP2C, SI:CH211-113A14.24, LHX5, NABP1A, NFIL3-2, LBX1B, RUNX3, HOXD3A	66	874	9466	1.9692115664655712	0.778102945196391	0.7397450935479717	0.7397450935479717
GOTERM_MF_DIRECT	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding	17	7.456140350877193	0.03809854938839349	FOXB2, HOXA3A, TFAP2C, OLIG2, KLF3, RUNX3, KLF17, KLF2A, NR4A1, ZEB2A, FOXF2B, EGR2A, FOSB, LHX5, CREMA, LBX1B, HOXD3A	136	1231	16808	1.7067424857839153	0.999797885742744	0.4635323508921208	0.4423664901207911
KEGG_PATHWAY	dre04144:Endocytosis	8	3.508771929824561	0.03813374550939028	ZGC:77650, HSP70.3, HSP70.1, WIPF1A, IL2RB, CHMP2BA, CXCR4A, HSP70L	68	341	7204	2.485423494911161	0.9289115872977477	0.8937986429029589	0.8937986429029589
KEGG_PATHWAY	dre04010:MAPK signaling pathway	9	3.9473684210526314	0.039432293069248184	RET, DUSP4, HSP70.3, NR4A1, HSP70.1, FLT3, CACNG5A, HSP70L, FGF1A	68	419	7204	2.275586129439843	0.9351510745745611	0.8937986429029589	0.8937986429029589
INTERPRO	IPR003531:Short hematopoietin receptor, family 1, conserved site	2	0.8771929824561403	0.04183144932692009	IL2RB, IL7R	148	5	17276	46.6918918918919	0.999997904801702	0.6737064996861867	0.6604965683197909
UP_SEQ_FEATURE	DOMAIN:Cyclin-dependent kinase inhibitor	2	0.8771929824561403	0.04414067562242632	CDKN1D, CDKN1CB	184	6	24416	44.231884057971016	0.9998563782269951	1.0	1.0
GOTERM_MF_DIRECT	GO:0020037~heme binding	5	2.1929824561403506	0.04575948282825236	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	136	167	16808	3.7002465656921455	0.9999649191776047	0.5086981564791451	0.4854699301558964
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	15	6.578947368421052	0.04645645264649727	FOXB2, HOXA3A, OLIG2, KLF3, RUNX3, KLF17, KLF2A, NR4A1, ZEB2A, FOXF2B, EGR2A, FOSB, CREMA, RORCB, HOXD3A	136	1063	16808	1.7439544020806816	0.9999701065235405	0.5086981564791451	0.4854699301558964
INTERPRO	IPR006689:Small GTPase superfamily, ARF/SAR type	3	1.3157894736842104	0.04961416658899694	ZGC:77650, ARL4D, ARL5C	148	42	17276	8.337837837837837	0.9999998272627773	0.7283788456553661	0.714096907505261
INTERPRO	IPR003175:Cyclin-dependent kinase inhibitor	2	0.8771929824561403	0.04998678352536827	CDKN1D, CDKN1CB	148	6	17276	38.90990990990991	0.9999998467953176	0.7283788456553661	0.714096907505261
UP_KW_LIGAND	KW-0349~Heme	5	2.1929824561403506	0.05018676431325198	HBAA1, BA1L, SI:CH211-5K11.8, HBBA2, HBAA2	58	161	6577	3.5216320411222966	0.6041889543747221	0.45168087881926783	0.45168087881926783
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	5	2.1929824561403506	0.0504681502151874	AHSG1, RTN4RL2A, LOC101886389, RTN4RL2B, HAPLN4	143	178	18265	3.587844739530133	0.9900379488896801	1.0	1.0
SMART	SM01391:SM01391	3	1.3157894736842104	0.05389844044123174	KRT91, VIML, KRT97	68	53	9474	7.886237513873475	0.9677788512851443	0.835425826839092	0.835425826839092
GOTERM_MF_DIRECT	GO:0004656~procollagen-proline 4-dioxygenase activity	2	0.8771929824561403	0.05489604448736322	P4HA2, P4HA1A	136	7	16808	35.310924369747895	0.9999957339278421	0.5464651701242066	0.5215124226299506
GOTERM_MF_DIRECT	GO:0004861~cyclin-dependent protein serine/threonine kinase inhibitor activity	2	0.8771929824561403	0.05489604448736322	CDKN1D, CDKN1CB	136	7	16808	35.310924369747895	0.9999957339278421	0.5464651701242066	0.5215124226299506
UP_KW_PTM	KW-1015~Disulfide bond	18	7.894736842105263	0.05997057098458763	SCN4AB, CALCA, CHRNA10A, FLT3, GDF2, LOC100536949, HYAL2A, ADRA2C, HAPLN4, IGFBP1A, MST1RA, RBP4, F8, IL2RB, THBS2B, ITM2CB, VTNB, ENPP6	33	1408	3691	1.4298811983471074	0.5239008561021351	0.7796174227996392	0.7796174227996392
UP_SEQ_FEATURE	DOMAIN:Peptidase A2	2	0.8771929824561403	0.0654788009917007	LOC110438058, LOC110439819	184	9	24416	29.48792270531401	0.9999982802121632	1.0	1.0
INTERPRO	IPR002337:Haemoglobin, beta	2	0.8771929824561403	0.0660911960596036	BA1L, HBBA2	148	8	17276	29.182432432432435	0.9999999991812192	0.9192684542835774	0.9012435826309583
GOTERM_MF_DIRECT	GO:0004896~cytokine receptor activity	3	1.3157894736842104	0.06991012748167943	IL2RB, CD74B, IL7R	136	54	16808	6.866013071895425	0.9999998720746857	0.6656659964559912	0.6352702888552609
UP_KW_CELLULAR_COMPONENT	KW-0416~Keratin	2	0.8771929824561403	0.07116301712723226	KRT91, KRT97	92	10	12377	26.906521739130433	0.754047929693173	0.6760486627087064	0.6760486627087064
GOTERM_CC_DIRECT	GO:0005615~extracellular space	14	6.140350877192982	0.07297402791210024	CALCA, MHC1ZKA, SLC35C2, VMO1A, GDF2, HAPLN4, IGFBP1A, FGF1A, BMP5, RBP4, RTN4RL2A, LOC101886389, VTNB, RTN4RL2B	143	1069	18265	1.6727612892252743	0.9988219078657826	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:LRRCT	3	1.3157894736842104	0.07456046076149542	LGI3, RTN4RL2A, RTN4RL2B	184	60	24416	6.634782608695652	0.9999997463598859	1.0	1.0
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	4	1.7543859649122806	0.07522256408433901	KRT91, KRT97, CLDNB, CLDNA	136	122	16808	4.052073288331726	0.9999999635118203	0.6864058972695934	0.6550631622344523
UP_KW_MOLECULAR_FUNCTION	KW-0649~Protein kinase inhibitor	2	0.8771929824561403	0.07940274154660844	CDKN1D, CDKN1CB	66	12	9466	23.904040404040405	0.9714900719842663	1.0	1.0
SMART	SM00082:LRRCT	3	1.3157894736842104	0.0812577551987195	LGI3, RTN4RL2A, RTN4RL2B	68	67	9474	6.238366988586479	0.9947759353444444	0.9944769707101334	0.9944769707101334
UP_SEQ_FEATURE	DOMAIN:IF rod	3	1.3157894736842104	0.08331663946315553	KRT91, VIML, KRT97	184	64	24416	6.220108695652174	0.9999999606456952	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	28	12.280701754385964	0.08988796312472354	RET, CHRNA10A, FLT3, STXBP6L, HSP90AA1.2, FHIT, NCAM3, SLC16A1A, ZGC:162331, ITM2CB, ENPP6, HSP70L, LIM2.3, HSP70.3, SCN4AB, HSP70.1, ADRA2C, TIRAP, GEM, MST1RA, ZGC:77650, ARL4D, SIGLEC15L, IL2RB, VIML, CLDNB, CLDNA, OSBPL3A	143	2674	18265	1.3374583531651596	0.9997712071833644	1.0	1.0
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	18	7.894736842105263	0.09207326982065367	FOXB2, HOXA3A, TFAP2C, OLIG2, KLF3, RUNX3, KLF17, KLF2A, NR4A1, ZEB2A, FOXF2B, EGR2A, FOSB, LHX5, CREMA, RORCB, LBX1B, HOXD3A	139	1568	17990	1.4857399794450155	1.0	1.0	0.9905660377358491
SMART	SM00219:TyrKc	3	1.3157894736842104	0.09623970684291613	RET, FLT3, MST1RA	68	74	9474	5.64825119236884	0.9981150409900299	0.9944769707101334	0.9944769707101334
GOTERM_MF_DIRECT	GO:0004714~transmembrane receptor protein tyrosine kinase activity	3	1.3157894736842104	0.09857775249905437	RET, FLT3, MST1RA	136	66	16808	5.61764705882353	0.9999999998653235	0.8635411118917162	0.8241100108920945
